Institute ID,Name,City,State,Score,TLR,RPC,GO,OI,PERCEPTION,Year,Year_rank
IR-2-E-OE-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,45.34,52.84,36.28,64.9,43.94,12.41,2018,47
IR-1-E-E-U-0530,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,44.33,52.93,29.68,64.99,46.75,18.67,2018,48
IR-2-E-EM-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh,44.31,70.42,17.39,60.09,58.32,1.06,2018,49
IR-1-E-E-U-0263,National Institute of Technology Calicut,Calicut,Kerala,44.3,55.17,26.58,60.6,41.85,34.67,2018,50
IR-5-E-OEMLD-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,44.27,58.23,21.63,66.81,63.99,5.51,2018,51
IR-2-E-OE-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43.88,55.37,33.17,58.95,46.61,8.67,2018,52
IR-1-E-E-C-6581,Pondicherry Engineering College,Puducherry,Pondicherry,43.7,62.07,19.84,65.32,42.72,17.99,2018,53
IR-1-E-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,43.4,67.83,18.13,56.92,55.85,6.44,2018,54
IR-1-E-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,43.34,56.88,23.54,69.57,46.73,6.44,2018,55
IR-1-E-E-U-0221,International Institute of Information Technology Bangalore,Bengluru,Karnataka,43.2,58.67,15.71,69.25,61.28,9.1,2018,56
IR-1-E-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,43.09,61.32,26.01,62.32,35.65,8.67,2018,57
IR-1-E-E-C-1269,R. V. College of Engineering,Bengaluru,Karnataka,42.98,66.43,13.67,63.12,52.94,10.37,2018,58
IR-6-E-OEMLDP-U-0078,Panjab University,Chandigarh,Chandigarh,42.68,43.7,45.56,53.84,43.14,8.23,2018,59
IR-1-E-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,42.25,64.56,13.01,61.42,57.03,9.96,2018,60
IR-1-E-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,42.11,52.57,29.06,60.17,45.52,10.37,2018,61
IR-2-E-OE-C-36969,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,41.59,62.94,14.26,50.86,50.64,32.03,2018,62
IR-1-E-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,41.37,70.99,27.72,35.53,43.79,2.6,2018,63
IR-3-E-OEA-U-0189,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,41.17,54.67,22.43,61.63,52.5,4.56,2018,64
IR-1-E-E-C-24004,AU College of Engineering,Visakhapatnam,Andhra Pradesh,40.88,64.07,6.9,68.03,55.18,4.56,2018,65
IR-1-E-E-U-0105,Indraprastha Institute of Information Technology Delhi,New Delhi,Delhi,40.69,47.47,24.85,70.0,39.95,9.96,2018,66
IR-1-E-E-C-1262,B. M. S. College of Engineering,Bengaluru,Karnataka,40.32,64.05,7.95,62.67,51.06,10.79,2018,67
IR-1-E-E-C-37065,Kongu Engineering College,Perundurai,Tamil Nadu,40.28,59.46,13.12,52.77,45.32,34.2,2018,68
IR-2-E-OE-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,39.98,63.33,9.78,57.1,51.51,14.73,2018,69
IR-2-E-OE-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,39.88,48.0,21.07,58.39,53.21,21.65,2018,70
IR-2-E-OE-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,39.55,48.87,31.55,51.45,50.27,1.06,2018,71
IR-3-E-OEM-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,39.27,53.24,20.03,48.51,55.91,20.02,2018,72
IR-1-E-E-U-0080,PEC University of Technology,Chandigarh,Chandigarh,39.24,50.81,11.57,66.01,64.18,9.1,2018,73
IR-1-E-E-U-0374,Dr. B. R. Ambedkar National Institute of Technology,Jalandhar,Punjab,38.65,55.33,18.26,59.32,42.06,5.04,2018,74
IR-3-E-EMA-C-43708,College of Engineering Trivandrum,Thiruvananthapuram,Kerala,38.29,54.94,11.61,60.08,46.18,16.93,2018,75
IR-2-E-OE-C-36984,Bannari Amman Institute of Technology,Sathyamangalam,Tamil Nadu,37.81,58.36,9.31,53.78,49.52,17.99,2018,76
IR-2-E-OE-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,37.73,52.36,28.75,38.77,53.83,2.6,2018,77
IR-1-E-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,37.72,64.23,9.26,52.89,48.79,2.09,2018,78
IR-4-E-OEMA-U-0445,B. S. Abdur Rahman Institute of Science and Technology,Chennai,Tamil Nadu,37.57,63.79,11.75,46.73,44.42,11.2,2018,79
IR-1-E-E-C-27616,University College of Engineering,Hyderabad,Telangana,37.52,58.19,4.41,68.69,48.43,1.58,2018,80
IR-1-E-E-U-0092,National Institute of Technology Raipur,Raipur,Chhattisgarh,37.38,53.28,16.68,55.99,50.27,1.58,2018,81
IR-3-E-OEM-C-36926,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,37.19,57.39,7.31,57.61,49.4,13.2,2018,82
IR-1-E-E-C-41309,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,37.01,52.34,7.37,59.5,65.63,6.44,2018,83
IR-2-E-OE-U-0186,Jaypee University of Information Technology,Solan,Himachal Pradesh,37.0,45.26,16.66,53.23,55.7,21.96,2018,84
IR-2-E-OE-C-24163,Sagi Ramakrishnam Raju Engineering College,Bhimavaram,Andhra Pradesh,36.89,61.09,1.68,58.2,62.1,2.09,2018,85
IR-5-E-OEMAL-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,36.89,42.73,26.82,54.91,49.28,1.06,2018,85
IR-3-E-OEM-U-0733,PES University,Bengaluru,Karnataka,36.86,51.56,12.16,54.62,60.91,7.35,2018,87
IR-1-E-E-C-42054,Army Institute of Technology,Pune,Maharashtra,36.71,54.67,2.33,64.84,60.38,5.97,2018,88
IR-1-E-E-C-30045,C. V. Raman College of Engineering,Bhubaneswar,Odisha,36.7,54.87,6.82,60.98,56.29,3.59,2018,89
IR-1-E-E-U-0516,Indian Institute of Information Technology Allahabad,Allahabad,Uttar Pradesh,36.59,39.58,17.27,67.6,44.05,16.21,2018,90
IR-1-E-E-U-0286,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur",Jabalpur,Madhya Pradesh,36.42,41.04,24.86,59.84,43.74,3.09,2018,91
IR-1-E-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,36.36,54.42,20.09,46.76,42.46,4.08,2018,92
IR-1-E-E-C-36975,Government College of Technology,Coimbatore,Tamil Nadu,36.35,50.86,8.46,50.37,55.9,28.93,2018,93
IR-4-E-OEMA-U-0201,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,36.28,65.02,12.58,47.97,34.12,0.0,2018,94
IR-1-E-E-C-33641,Veermata Jijabai Technological Institute,Mumbai,Maharashtra,36.24,49.39,11.82,67.69,37.26,5.97,2018,95
IR-4-E-OEMA-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu,36.22,59.06,12.3,48.68,47.64,3.09,2018,96
IR-2-E-EP-C-18154,University College of Engingeering,Kakinada,Andhra Pradesh,36.1,56.04,5.7,61.37,53.06,0.0,2018,97
IR-2-E-OE-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,36.0,63.62,11.41,48.19,35.93,2.6,2018,98
IR-1-E-E-C-1371,New Horizon College of Engineering,Bengaluru,Karnataka,35.95,57.0,2.23,62.4,56.96,0.0,2018,99
IR-1-E-E-C-1352,NITTE Meenakshi Institute of Technology,Bengaluru,Karnataka,35.84,57.24,2.53,57.97,57.19,5.97,2018,100
IR17-ENGG-1-1-77,Indian Institute of Technology Madras,Chennai,Tamil Nadu,87.96,91.85,92.6,83.78,77.19,81.46,2017,1
IR17-ENGG-2-18633,Indian Institute of Technology Bombay,Mumbai,Maharashtra,87.87,91.15,94.68,83.64,69.7,84.24,2017,2
IR17-ENGG-2-18630,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,81.93,76.03,89.23,88.02,74.11,73.43,2017,3
IR17-ENGG-2-1-79,Indian Institute of Technology Delhi,New Delhi,Delhi,81.08,79.63,89.47,77.45,71.41,77.24,2017,4
IR17-ENGG-2-18248,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,76.83,84.28,77.28,74.29,61.35,73.59,2017,5
IR17-ENGG-2-18677,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,73.1,72.3,74.36,88.31,70.95,43.47,2017,6
IR17-ENGG-2-1-251,Indian Institute of Technology Guwahati,Guwahati,Assam,72.3,89.29,59.98,77.08,80.11,40.95,2017,7
IR17-ENGG-2-18292,Anna University,Chennai,Tamil Nadu,63.97,63.62,67.63,67.99,59.71,50.21,2017,8
IR17-ENGG-2-10326,Jadavpur University,Kolkata,West Bengal,62.59,59.42,71.38,74.96,49.76,33.82,2017,9
IR17-ENGG-2-1-345,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,60.24,82.6,36.21,71.26,73.75,29.72,2017,10
IR17-ENGG-1-1-370,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,59.44,62.0,46.27,74.38,75.81,45.04,2017,11
IR17-ENGG-2-1-140,National Institute of Technology Rourkela,Rourkela,Odisha,58.78,64.21,49.22,80.12,68.07,19.23,2017,12
IR17-ENGG-2-18572,Vellore Institute of Technology,Vellore,Tamil Nadu,58.16,56.49,54.02,64.91,75.56,44.6,2017,13
IR17-ENGG-2-18261,Institute of Chemical Technology,Mumbai,Maharashtra,57.97,70.35,47.58,74.25,59.54,17.8,2017,14
IR17-ENGG-2-1-346,Indian Institute of Technology Indore,Indore,Madhya Pradesh,57.7,83.73,32.72,70.72,75.64,10.64,2017,15
IR17-ENGG-2-18599,Birla Institute of Technology & Science -Pilani,Pilani,Rajasthan,55.43,66.15,35.05,70.27,59.86,50.32,2017,16
IR17-ENGG-2-18690,"Indian Institute of Engineering Science And Technology, Shibpur",Howrah,West Bengal,54.42,71.02,40.3,59.43,58.47,32.82,2017,17
IR17-ENGG-1-18627,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,54.32,79.66,28.87,63.69,76.69,13.5,2017,18
IR17-ENGG-2-1-344,Indian Institute of Technology Patna,Patna,Bihar,54.02,74.78,27.7,72.78,72.78,14.35,2017,19
IR17-ENGG-1-10356,Jamia Millia Islamia,New Delhi,Delhi,53.7,60.01,38.73,80.24,73.39,6.92,2017,20
IR17-ENGG-2-1-340,Indian Institute of Technology Ropar,Rupnagar,Punjab,52.93,78.92,27.63,62.97,76.06,7.68,2017,21
IR17-ENGG-1-1-493,National Institute of Technology Surathkal,Surathkal,Karnataka,52.87,62.53,32.6,73.71,64.28,31.56,2017,22
IR17-ENGG-1-18632,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,52.58,57.19,40.14,69.42,67.49,27.52,2017,23
IR17-ENGG-1-1-2809541361,"College of Engineering, Pune",Pune,Maharashtra,52.14,70.56,24.47,70.09,69.81,26.33,2017,24
IR17-ENGG-2-18477,Shanmugha Arts Science Technology & Research Academy (SASTRA),Thanjavur,Tamil Nadu,51.44,62.38,36.31,67.32,67.13,16.73,2017,25
IR17-ENGG-2-1-2813959492,Thapar University,Patiala,Punjab,51.35,56.85,41.77,73.33,52.08,18.9,2017,26
IR17-ENGG-1-1-2811256746,Sri Sivasubrmaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,50.77,74.22,24.88,65.82,61.56,17.17,2017,27
IR17-ENGG-1-1-249,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,50.6,81.23,14.74,60.24,70.29,27.33,2017,28
IR17-ENGG-2-18639,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,50.6,78.98,17.99,66.78,74.26,7.24,2017,28
IR17-ENGG-1-18628,Indian Institute of Technology Gandhinagar,Ahmedabad,Gujarat,50.43,79.73,14.41,59.25,75.94,27.54,2017,30
IR17-ENGG-2-18672,"Indian Institute of Technology (Banaras Hindu University), Varanasi",Varanasi,Uttar Pradesh,49.92,61.22,25.36,71.67,59.03,37.11,2017,31
IR17-ENGG-2-1-2811781771,Birla Institute of Technology,Ranchi,Jharkhand,49.92,65.59,29.36,64.22,72.08,13.8,2017,31
IR17-ENGG-1-2811179135,PSG College of Technology,Coimbatore,Tamil Nadu,49.49,66.54,23.64,57.05,62.81,47.48,2017,33
IR17-ENGG-2-18622,National Institute of Technology Warangal,Warangal,Telangana,49.47,66.94,25.44,68.92,65.85,14.01,2017,34
IR17-ENGG-2-1-596,S.R.M Institute of Science and Technology,Chennai,Tamil Nadu,49.2,59.75,31.69,57.93,82.94,18.79,2017,35
IR17-ENGG-2-1-NEW5,"National Institute of Industrial Engineering, Mumbai",Mumbai,Maharashtra,47.47,80.8,1.25,71.62,77.94,7.54,2017,36
IR17-ENGG-2-1-2811366803,Thiagarajar College of Engineering,Madurai,Tamil Nadu,47.01,66.01,26.76,57.78,59.0,17.18,2017,37
IR17-ENGG-1-11736,Pondicherry Engineering College,Puducherry,Pondicherry,46.37,66.45,20.44,69.4,61.68,2.54,2017,38
IR17-ENGG-2-12907,Delhi Technological University,New Delhi,Delhi,46.19,50.95,24.48,72.9,67.16,22.64,2017,39
IR17-ENGG-2-10949,Zakir Husain College of Engineering & Technology,Aligarh,Uttar Pradesh,46.18,71.3,33.57,47.24,48.05,4.57,2017,40
IR17-ENGG-2-1-357,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,45.68,56.0,30.32,66.14,56.74,8.82,2017,41
IR17-ENGG-1-1-225,"Visvesvaraya National Institute of Technology, Nagpur (Deemed University)",Nagpur,Maharashtra,45.52,60.59,21.88,61.04,69.96,15.72,2017,42
IR17-ENGG-1-1-2816307230,Manipal Institute of Technology,Manipal,Karnataka,45.38,70.66,11.94,59.32,63.31,24.06,2017,43
IR17-ENGG-2-18613,National Institute of Technology Calicut,Calicut,Kerala,44.5,53.28,21.15,60.77,73.98,26.25,2017,44
IR17-ENGG-1-1-2811981253,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,44.35,67.06,13.09,65.46,62.97,9.07,2017,45
IR17-ENGG-2-18259,AMITY University,Gautam Budh Nagar,Uttar Pradesh,44.16,60.02,29.5,51.14,61.36,9.43,2017,46
IR17-ENGG-2-1-336,Kalinga Institute of Industrial Technology,Bhubneshwar,Odisha,43.68,52.55,14.08,71.82,66.05,27.39,2017,47
IR17-ENGG-2-1-668,Sri Venkateswara University,Tirupati,Andhra Pradesh,43.53,54.81,33.56,54.93,55.88,4.42,2017,48
IR17-ENGG-1-29885,R.V. College of Engineering,Bengaluru,Karnataka,43.42,69.03,12.13,60.62,54.58,14.86,2017,49
IR17-ENGG-1-18659,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,43.3,50.43,28.91,61.07,62.28,10.65,2017,50
IR17-ENGG-1-11716,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,43.29,62.88,14.72,57.41,68.04,17.42,2017,51
IR17-ENGG-2-1-2812016223,B.M.S. College of Engineering,Bengaluru,Karnataka,42.86,68.76,5.48,62.43,68.13,12.85,2017,52
IR17-ENGG-1-18612,National Institute of Technology Silchar,Silchar,Assam,42.73,61.17,18.43,59.99,58.3,10.17,2017,53
IR17-ENGG-2-1-321,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,42.63,51.11,19.82,64.97,81.02,2.63,2017,54
IR17-ENGG-2-18649,National Institute of Technology Durgapur,Durgapur,West Bengal,42.56,48.09,34.95,50.88,57.93,16.69,2017,55
IR17-ENGG-1-18257,"Indraprastha Institute of Information Technology-New Delhi (IIIT New Delhi, Delhi)",New Delhi,Delhi,42.55,48.55,20.83,70.69,55.41,20.45,2017,56
IR17-ENGG-1-12121,Kongu Engineering College,Perundurai,Tamil Nadu,42.43,60.47,13.96,60.8,62.39,17.04,2017,57
IR17-ENGG-2-1-11112,Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Chennai,Tamil Nadu,42.31,60.49,23.07,42.07,73.59,14.68,2017,58
IR17-ENGG-2-18615,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,42.02,55.11,19.99,62.59,67.66,1.95,2017,59
IR17-ENGG-1-1-144,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,41.61,52.27,28.6,53.5,58.03,8.53,2017,60
IR17-ENGG-2-1-441,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,41.25,51.97,13.74,71.45,65.33,7.2,2017,61
IR17-ENGG-2-18312,Karunya Institute of Technology and Sciences-Coimbatore,Coimbatore,Tamil Nadu,40.97,54.14,20.06,49.83,77.68,9.66,2017,62
IR17-ENGG-1-18288,Jawaharlal Nehru Technological University,Hyderabad,Telangana,40.45,54.92,17.44,63.55,55.51,4.82,2017,63
IR17-ENGG-2-24411,Shri Ramdeobaba College of Engineering and Management,District Nagpur,Maharashtra,40.36,64.46,2.11,56.14,70.19,21.36,2017,64
IR17-ENGG-1-18631,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,40.2,68.8,8.51,50.37,60.47,8.9,2017,65
IR17-ENGG-2-10518,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,40.18,59.88,2.45,58.41,72.03,25.99,2017,66
IR17-ENGG-2-12233,"G. H. Raisoni College of Engineering, NAGPUR",Nagpur,Maharashtra,39.87,52.12,8.9,55.53,69.84,34.72,2017,67
IR17-ENGG-1-11519,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,39.64,58.15,12.72,54.89,66.69,7.28,2017,68
IR17-ENGG-2-1-424,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM), Jabalpur",Jabalpur,Madhya Pradesh,39.46,45.09,20.91,62.1,69.27,3.13,2017,69
IR17-ENGG-2-18620,"Malaviya National Institute of Technology, Jaipur",Jaipur,Rajasthan,39.38,50.94,25.26,52.53,53.47,6.62,2017,70
IR17-ENGG-1-18173,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat,39.38,55.93,7.81,60.31,70.52,11.47,2017,70
IR17-ENGG-1-1-2812032529,Siddaganga Institute of Technology,Tumkur,Karnataka,39.36,64.56,5.41,59.89,59.86,4.0,2017,72
IR17-ENGG-2-1-2811134396,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,39.21,54.66,11.5,60.25,60.08,13.05,2017,73
IR17-ENGG-2-12969,Guru Gobind Singh Indraprastha University,Dwarka,Delhi,39.16,51.63,25.78,53.25,49.44,3.45,2017,74
IR17-ENGG-1-1-2812988445,International Institute of Information Technology,Hyderabad,Telangana,38.95,40.86,24.99,62.56,51.3,15.51,2017,75
IR17-ENGG-1-17931,"Faculty of Technology & Engineering, The Maharaja Sayajirao University of Baroda",Vadodara,Gujarat,38.81,58.28,16.62,52.82,48.97,8.81,2017,76
IR17-ENGG-1-1-2809338810,Army Institute of Technology,Pune,Maharashtra,38.7,54.85,1.05,67.36,76.35,8.24,2017,77
IR17-ENGG-1-1-2811457679,"PSNA College of Engineering and Technology, Dindigul",Dindigul,Tamil Nadu,38.27,56.27,7.1,57.06,65.64,12.9,2017,78
IR17-ENGG-2-18406,Nirma University,Ahmedabad,Gujarat,38.07,54.77,13.56,54.21,56.89,10.38,2017,79
IR17-ENGG-1-1-2814018067,University College of Engineering,Hyderabad,Telangana,38.06,61.64,2.55,63.13,59.62,2.12,2017,80
IR17-ENGG-2-1-2813435762,Sagi Ramakrishnam Raju Engineering College,Bhimavaram,Andhra Pradesh,37.88,58.45,0.83,56.33,71.44,16.85,2017,81
IR17-ENGG-2-1-2456189964,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,37.74,58.07,6.31,58.34,59.69,7.88,2017,82
IR17-ENGG-2-18296,Jaypee University of Information Technology-Solan,Solan,Himachal Pradesh,37.46,49.84,13.87,52.03,76.54,2.91,2017,83
IR17-ENGG-1-1-2811165868,R.M.K. Engineering College,Kavaraipettai,Tamil Nadu,37.45,60.64,4.51,55.86,61.68,5.67,2017,84
IR17-ENGG-1-1-556,Punjab Engineering College,Chandigarh,Chandigarh,37.44,51.52,6.65,60.52,62.62,16.34,2017,85
IR17-ENGG-2-1-541,PES University,Bengaluru,Karnataka,37.31,52.98,8.51,56.54,58.95,16.59,2017,86
IR17-ENGG-2-18392,National Institute of Technology Manipur,Manipur,Manipur,37.27,62.72,0.68,54.18,70.89,3.19,2017,87
IR17-ENGG-1-18575,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,37.11,57.25,2.82,48.23,70.42,23.89,2017,88
IR17-ENGG-2-1-57,B.S. Abdur Rahman Institute of Science and Technology,Chennai,Tamil Nadu,36.97,62.6,9.92,42.97,62.83,3.51,2017,89
IR17-ENGG-2-10487,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,36.93,58.85,1.35,57.79,65.58,7.45,2017,90
IR17-ENGG-2-15188,Saveetha Engineering College,Sriperumbudur,Tamil Nadu,36.88,49.94,4.73,64.45,70.27,5.64,2017,91
IR17-ENGG-1-26228,C.V. Raman College of Engineering,Bhubneshwar,Odisha,36.82,52.53,5.51,49.95,72.48,21.66,2017,92
IR17-ENGG-2-10284,College of Engineering Trivandrum,Thiruvananthapuram,Kerala,36.8,49.73,9.47,55.11,62.08,18.11,2017,93
IR17-ENGG-2-10476,"Maharashtra Institute of Technology, Pune",Pune,Maharashtra,36.75,62.7,3.4,52.13,63.39,1.46,2017,94
IR17-ENGG-1-12784,BMS Institute of Technology & Management,Bengaluru,Karnataka,36.67,60.5,5.27,50.66,62.29,5.78,2017,95
IR17-ENGG-2-12411,Sri Sai Ram Engineering College,Chennai,Tamil Nadu,36.64,54.19,3.84,59.32,68.75,4.86,2017,96
IR17-ENGG-2-12581,ST. Joseph's College of Engineering,Chennai,Tamil Nadu,36.51,59.47,6.74,49.39,64.92,2.8,2017,97
IR17-ENGG-2-1-31,Andhra University,Visakhapatnam,Andhra Pradesh,36.42,41.94,15.81,66.86,48.27,9.03,2017,98
IR17-ENGG-2-1-2810997882,K.S.Rangasamy College of Technology,Tiruchengode,Tamil Nadu,36.4,53.78,14.29,46.44,60.98,5.85,2017,99
IR17-ENGG-2-1-365,National Institute of Technology Meghalaya,Shillong,Meghalaya,36.21,62.02,4.12,48.34,60.6,6.29,2017,100
